Tijd,Longitude,Latitude,Postcode,Type afval,Wind richting,Temperatuur,Weather description,Confidence,Type dag
6/24/2024 10:00,4.7793,51.5876,4811 ET,Glas,SE,12,Bewolkt,0.82,werkdag
6/24/2024 10:30,4.7793,51.5876,4811 ET,Metaal,NW,10,Zonnig,0.59,werkdag
6/24/2024 11:00,4.7793,51.5876,4811 ET,Organisch,E,9,Bewolkt,0.86,werkdag
6/24/2024 11:30,4.7793,51.5876,4811 ET,Papier,N,11,Zware regen,0.69,werkdag
6/24/2024 12:00,4.7793,51.5876,4811 ET,Niks,E,9,Mist,0.76,werkdag
6/24/2024 12:30,4.7793,51.5876,4811 ET,Niks,NW,10,Zonnig,0.7,werkdag
6/24/2024 13:00,4.7793,51.5876,4811 ET,Plastic,NW,8,Mist,0.89,werkdag
6/24/2024 13:30,4.7793,51.5876,4811 ET,Organisch,SE,8,Droog,0.53,werkdag
6/24/2024 14:00,4.7793,51.5876,4811 ET,Niks,NE,8,Droog,0.56,werkdag
6/24/2024 14:30,4.7793,51.5876,4811 ET,Niks,SE,12,Zware regen,0.58,werkdag
6/24/2024 15:00,4.7793,51.5876,4811 ET,Papier,W,11,Droog,0.51,werkdag
6/24/2024 15:30,4.7793,51.5876,4811 ET,Niks,W,11,Mist,0.64,werkdag
6/24/2024 16:00,4.7793,51.5876,4811 ET,Metaal,N,9,Mist,0.96,werkdag
6/24/2024 16:30,4.7793,51.5876,4811 ET,Metaal,NW,10,Bewolkt,0.92,werkdag
6/24/2024 17:00,4.7793,51.5876,4811 ET,Niks,E,12,Lichte regen,0.78,werkdag
6/24/2024 17:30,4.7793,51.5876,4811 ET,Organisch,N,10,Bewolkt,0.58,werkdag
6/24/2024 18:00,4.7793,51.5876,4811 ET,Metaal,W,9,Bewolkt,0.95,werkdag
6/24/2024 18:30,4.7793,51.5876,4811 ET,Plastic,N,11,Zonnig,0.67,werkdag
6/24/2024 19:00,4.7793,51.5876,4811 ET,Niks,N,12,Zonnig,0.98,werkdag
6/24/2024 19:30,4.7793,51.5876,4811 ET,Niks,SW,11,Droog,0.53,werkdag
6/24/2024 20:00,4.7793,51.5876,4811 ET,Niks,E,10,Mist,0.74,werkdag
6/24/2024 20:30,4.7793,51.5876,4811 ET,Plastic,SW,10,Zonnig,0.51,werkdag
6/24/2024 21:00,4.7793,51.5876,4811 ET,Plastic,SW,10,Droog,0.76,werkdag
6/24/2024 21:30,4.7793,51.5876,4811 ET,Plastic,N,11,Zonnig,0.89,werkdag
6/24/2024 22:00,4.7793,51.5876,4811 ET,Plastic,W,9,Zonnig,0.93,werkdag
6/24/2024 22:30,4.7793,51.5876,4811 ET,Overig,NE,12,Zware regen,0.99,werkdag
6/24/2024 23:00,4.7793,51.5876,4811 ET,Niks,S,8,Bewolkt,0.95,werkdag
6/24/2024 23:30,4.7793,51.5876,4811 ET,Glas,NE,10,Sneeuw,0.6,werkdag
6/25/2024 0:00,4.7793,51.5876,4811 ET,Overig,S,9,Zware regen,0.56,werkdag
6/25/2024 0:30,4.7793,51.5876,4811 ET,Niks,N,11,Mist,0.89,werkdag
6/25/2024 1:00,4.7793,51.5876,4811 ET,Metaal,NE,11,Droog,0.92,werkdag
6/25/2024 1:30,4.7793,51.5876,4811 ET,Glas,W,9,Sneeuw,0.54,werkdag
6/25/2024 2:00,4.7793,51.5876,4811 ET,Niks,N,12,Sneeuw,0.74,werkdag
6/25/2024 2:30,4.7793,51.5876,4811 ET,Niks,NE,12,Zonnig,0.56,werkdag
6/25/2024 3:00,4.7793,51.5876,4811 ET,Niks,N,10,Droog,1,werkdag
6/25/2024 3:30,4.7793,51.5876,4811 ET,Organisch,SE,12,Sneeuw,0.59,werkdag
6/25/2024 4:00,4.7793,51.5876,4811 ET,Niks,E,10,Bewolkt,0.69,werkdag
6/25/2024 4:30,4.7793,51.5876,4811 ET,Plastic,S,11,Mist,0.78,werkdag
6/25/2024 5:00,4.7793,51.5876,4811 ET,Plastic,N,11,Droog,0.72,werkdag
6/25/2024 5:30,4.7793,51.5876,4811 ET,Niks,SW,12,Droog,0.78,werkdag
6/25/2024 6:00,4.7793,51.5876,4811 ET,Plastic,N,9,Mist,1,werkdag
6/25/2024 6:30,4.7793,51.5876,4811 ET,Plastic,N,10,Lichte regen,0.63,werkdag
6/25/2024 7:00,4.7793,51.5876,4811 ET,Niks,W,11,Zware regen,0.59,werkdag
6/25/2024 7:30,4.7793,51.5876,4811 ET,Plastic,SE,9,Bewolkt,0.68,werkdag
6/25/2024 8:00,4.7793,51.5876,4811 ET,Papier,SW,12,Sneeuw,0.69,werkdag
6/25/2024 8:30,4.7793,51.5876,4811 ET,Metaal,N,9,Droog,0.72,werkdag
6/25/2024 9:00,4.7793,51.5876,4811 ET,Plastic,SW,12,Bewolkt,0.6,werkdag
6/25/2024 9:30,4.7793,51.5876,4811 ET,Plastic,N,12,Mist,0.64,werkdag
6/25/2024 10:00,4.7793,51.5876,4811 ET,Plastic,SW,9,Sneeuw,0.63,werkdag
6/25/2024 10:30,4.7793,51.5876,4811 ET,Overig,N,11,Zware regen,0.56,werkdag
6/25/2024 11:00,4.7793,51.5876,4811 ET,Glas,W,11,Sneeuw,0.84,werkdag
6/25/2024 11:30,4.7793,51.5876,4811 ET,Papier,N,10,Droog,0.73,werkdag
6/25/2024 12:00,4.7793,51.5876,4811 ET,Plastic,SW,11,Zware regen,0.84,werkdag
6/25/2024 12:30,4.7793,51.5876,4811 ET,Overig,NW,12,Mist,0.67,werkdag
6/25/2024 13:00,4.7793,51.5876,4811 ET,Niks,W,9,Mist,0.75,werkdag
6/25/2024 13:30,4.7793,51.5876,4811 ET,Niks,SW,8,Bewolkt,0.62,werkdag
6/25/2024 14:00,4.7793,51.5876,4811 ET,Niks,NW,8,Droog,0.63,werkdag
6/25/2024 14:30,4.7793,51.5876,4811 ET,Glas,NE,8,Bewolkt,0.6,werkdag
6/25/2024 15:00,4.7793,51.5876,4811 ET,Papier,N,9,Zware regen,0.83,werkdag
6/25/2024 15:30,4.7793,51.5876,4811 ET,Glas,E,8,Zonnig,0.98,werkdag
6/25/2024 16:00,4.7793,51.5876,4811 ET,Niks,N,11,Lichte regen,0.7,werkdag
6/25/2024 16:30,4.7793,51.5876,4811 ET,Papier,NW,11,Droog,0.54,werkdag
6/25/2024 17:00,4.7793,51.5876,4811 ET,Niks,W,11,Zware regen,0.5,werkdag
6/25/2024 17:30,4.7793,51.5876,4811 ET,Niks,NE,12,Droog,0.86,werkdag
6/25/2024 18:00,4.7793,51.5876,4811 ET,Papier,NW,11,Bewolkt,0.81,werkdag
6/25/2024 18:30,4.7793,51.5876,4811 ET,Papier,E,10,Bewolkt,0.54,werkdag
6/25/2024 19:00,4.7793,51.5876,4811 ET,Glas,N,10,Mist,0.74,werkdag
6/25/2024 19:30,4.7793,51.5876,4811 ET,Niks,NE,8,Sneeuw,0.55,werkdag
6/25/2024 20:00,4.7793,51.5876,4811 ET,Glas,N,9,Lichte regen,0.78,werkdag
6/25/2024 20:30,4.7793,51.5876,4811 ET,Plastic,SW,10,Zonnig,0.94,werkdag
6/25/2024 21:00,4.7793,51.5876,4811 ET,Papier,SE,11,Zware regen,0.76,werkdag
6/25/2024 21:30,4.7793,51.5876,4811 ET,Niks,W,9,Mist,0.96,werkdag
6/25/2024 22:00,4.7793,51.5876,4811 ET,Papier,SE,10,Droog,0.96,werkdag
6/25/2024 22:30,4.7793,51.5876,4811 ET,Niks,NE,12,Bewolkt,0.6,werkdag
6/25/2024 23:00,4.7793,51.5876,4811 ET,Papier,W,9,Droog,0.78,werkdag
6/25/2024 23:30,4.7793,51.5876,4811 ET,Niks,S,11,Zware regen,0.97,werkdag
6/26/2024 0:00,4.7793,51.5876,4811 ET,Niks,SW,9,Bewolkt,0.89,werkdag
6/26/2024 0:30,4.7793,51.5876,4811 ET,Niks,N,10,Zware regen,0.66,werkdag
6/26/2024 1:00,4.7793,51.5876,4811 ET,Plastic,SW,9,Zonnig,0.62,werkdag
6/26/2024 1:30,4.7793,51.5876,4811 ET,Plastic,NE,11,Droog,0.56,werkdag
6/26/2024 2:00,4.7793,51.5876,4811 ET,Plastic,W,10,Sneeuw,0.76,werkdag
6/26/2024 2:30,4.7793,51.5876,4811 ET,Niks,S,12,Droog,0.65,werkdag
6/26/2024 3:00,4.7793,51.5876,4811 ET,Metaal,W,11,Zonnig,0.58,werkdag
6/26/2024 3:30,4.7793,51.5876,4811 ET,Metaal,NW,10,Lichte regen,0.73,werkdag
6/26/2024 4:00,4.7793,51.5876,4811 ET,Niks,E,9,Sneeuw,0.54,werkdag
6/26/2024 4:30,4.7793,51.5876,4811 ET,Niks,N,12,Zware regen,0.51,werkdag
6/26/2024 5:00,4.7793,51.5876,4811 ET,Papier,NE,9,Mist,0.7,werkdag
6/26/2024 5:30,4.7793,51.5876,4811 ET,Overig,NW,11,Bewolkt,0.57,werkdag
6/26/2024 6:00,4.7793,51.5876,4811 ET,Niks,N,12,Mist,0.8,werkdag
6/26/2024 6:30,4.7793,51.5876,4811 ET,Metaal,SE,12,Zware regen,0.59,werkdag
6/26/2024 7:00,4.7793,51.5876,4811 ET,Glas,SE,12,Droog,0.54,werkdag
6/26/2024 7:30,4.7793,51.5876,4811 ET,Niks,NW,12,Mist,0.53,werkdag
6/26/2024 8:00,4.7793,51.5876,4811 ET,Plastic,NE,10,Lichte regen,0.59,werkdag
6/26/2024 8:30,4.7793,51.5876,4811 ET,Metaal,SE,9,Lichte regen,0.62,werkdag
6/26/2024 9:00,4.7793,51.5876,4811 ET,Organisch,NE,12,Sneeuw,0.97,werkdag
6/26/2024 9:30,4.7793,51.5876,4811 ET,Niks,N,12,Zonnig,0.7,werkdag
6/26/2024 10:00,4.7793,51.5876,4811 ET,Niks,E,9,Lichte regen,0.81,werkdag
6/26/2024 10:30,4.7793,51.5876,4811 ET,Overig,E,9,Lichte regen,0.88,werkdag
6/26/2024 11:00,4.7793,51.5876,4811 ET,Niks,E,12,Mist,0.76,werkdag
6/26/2024 11:30,4.7793,51.5876,4811 ET,Plastic,SE,12,Lichte regen,0.54,werkdag
6/26/2024 12:00,4.7793,51.5876,4811 ET,Niks,SE,12,Bewolkt,0.83,werkdag
6/26/2024 12:30,4.7793,51.5876,4811 ET,Niks,NE,9,Sneeuw,0.66,werkdag
6/26/2024 13:00,4.7793,51.5876,4811 ET,Niks,SE,12,Lichte regen,0.63,werkdag
6/26/2024 13:30,4.7793,51.5876,4811 ET,Niks,S,10,Sneeuw,0.8,werkdag
6/26/2024 14:00,4.7793,51.5876,4811 ET,Papier,W,12,Zware regen,0.88,werkdag
6/26/2024 14:30,4.7793,51.5876,4811 ET,Papier,SE,11,Sneeuw,0.7,werkdag
6/26/2024 15:00,4.7793,51.5876,4811 ET,Papier,NE,11,Zware regen,0.53,werkdag
6/26/2024 15:30,4.7793,51.5876,4811 ET,Glas,E,9,Bewolkt,0.95,werkdag
6/26/2024 16:00,4.7793,51.5876,4811 ET,Organisch,S,12,Mist,0.81,werkdag
6/26/2024 16:30,4.7793,51.5876,4811 ET,Metaal,E,12,Lichte regen,0.76,werkdag
6/26/2024 17:00,4.7793,51.5876,4811 ET,Overig,SW,11,Lichte regen,0.8,werkdag
6/26/2024 17:30,4.7793,51.5876,4811 ET,Niks,E,9,Droog,0.92,werkdag
6/26/2024 18:00,4.7793,51.5876,4811 ET,Niks,W,9,Droog,0.89,werkdag
6/26/2024 18:30,4.7793,51.5876,4811 ET,Overig,E,9,Zware regen,0.81,werkdag
6/26/2024 19:00,4.7793,51.5876,4811 ET,Niks,E,10,Mist,0.64,werkdag
6/26/2024 19:30,4.7793,51.5876,4811 ET,Niks,NE,10,Lichte regen,0.84,werkdag
6/26/2024 20:00,4.7793,51.5876,4811 ET,Niks,SE,12,Bewolkt,0.63,werkdag
6/26/2024 20:30,4.7793,51.5876,4811 ET,Plastic,E,9,Mist,0.94,werkdag
6/26/2024 21:00,4.7793,51.5876,4811 ET,Niks,SE,9,Mist,0.78,werkdag
6/26/2024 21:30,4.7793,51.5876,4811 ET,Papier,NE,10,Mist,0.7,werkdag
6/26/2024 22:00,4.7793,51.5876,4811 ET,Overig,S,12,Mist,0.57,werkdag
6/26/2024 22:30,4.7793,51.5876,4811 ET,Metaal,S,9,Droog,0.69,werkdag
6/26/2024 23:00,4.7793,51.5876,4811 ET,Plastic,W,11,Lichte regen,0.68,werkdag
6/26/2024 23:30,4.7793,51.5876,4811 ET,Plastic,SE,10,Droog,0.84,werkdag
6/27/2024 0:00,4.7793,51.5876,4811 ET,Niks,NW,10,Zware regen,0.54,werkdag
6/27/2024 0:30,4.7793,51.5876,4811 ET,Overig,N,9,Sneeuw,0.6,werkdag
6/27/2024 1:00,4.7793,51.5876,4811 ET,Niks,S,10,Zonnig,0.52,werkdag
6/27/2024 1:30,4.7793,51.5876,4811 ET,Metaal,E,11,Zware regen,0.86,werkdag
6/27/2024 2:00,4.7793,51.5876,4811 ET,Papier,N,12,Sneeuw,0.64,werkdag
6/27/2024 2:30,4.7793,51.5876,4811 ET,Organisch,E,13,Sneeuw,0.87,werkdag
6/27/2024 3:00,4.7793,51.5876,4811 ET,Plastic,SW,9,Sneeuw,0.89,werkdag
6/27/2024 3:30,4.7793,51.5876,4811 ET,Plastic,SE,11,Droog,0.64,werkdag
6/27/2024 4:00,4.7793,51.5876,4811 ET,Niks,NE,11,Zonnig,0.7,werkdag
6/27/2024 4:30,4.7793,51.5876,4811 ET,Niks,NE,9,Mist,0.99,werkdag
6/27/2024 5:00,4.7793,51.5876,4811 ET,Plastic,W,12,Zonnig,0.82,werkdag
6/27/2024 5:30,4.7793,51.5876,4811 ET,Plastic,SW,11,Lichte regen,0.51,werkdag
6/27/2024 6:00,4.7793,51.5876,4811 ET,Organisch,SW,11,Sneeuw,0.66,werkdag
6/27/2024 6:30,4.7793,51.5876,4811 ET,Papier,E,10,Bewolkt,0.92,werkdag
6/27/2024 7:00,4.7793,51.5876,4811 ET,Glas,S,11,Droog,0.96,werkdag
6/27/2024 7:30,4.7793,51.5876,4811 ET,Niks,SE,10,Zonnig,0.85,werkdag
6/27/2024 8:00,4.7793,51.5876,4811 ET,Metaal,S,11,Zonnig,0.62,werkdag
6/27/2024 8:30,4.7793,51.5876,4811 ET,Plastic,SE,11,Bewolkt,0.74,werkdag
6/27/2024 9:00,4.7793,51.5876,4811 ET,Niks,W,10,Bewolkt,0.7,werkdag
6/27/2024 9:30,4.7793,51.5876,4811 ET,Niks,N,11,Zware regen,0.65,werkdag
6/27/2024 10:00,4.7793,51.5876,4811 ET,Plastic,W,10,Sneeuw,0.65,werkdag
6/27/2024 10:30,4.7793,51.5876,4811 ET,Niks,S,11,Zware regen,0.59,werkdag
6/27/2024 11:00,4.7793,51.5876,4811 ET,Organisch,W,10,Mist,0.62,werkdag
6/27/2024 11:30,4.7793,51.5876,4811 ET,Papier,NW,10,Droog,0.51,werkdag
6/27/2024 12:00,4.7793,51.5876,4811 ET,Niks,SW,9,Bewolkt,0.53,werkdag
6/27/2024 12:30,4.7793,51.5876,4811 ET,Niks,W,9,Zonnig,0.59,werkdag
6/27/2024 13:00,4.7793,51.5876,4811 ET,Overig,NW,11,Droog,0.55,werkdag
6/27/2024 13:30,4.7793,51.5876,4811 ET,Overig,W,12,Mist,0.72,werkdag
6/27/2024 14:00,4.7793,51.5876,4811 ET,Glas,W,12,Mist,0.98,werkdag
6/27/2024 14:30,4.7793,51.5876,4811 ET,Organisch,N,11,Zonnig,0.53,werkdag
6/27/2024 15:00,4.7793,51.5876,4811 ET,Overig,NW,9,Mist,0.77,werkdag
6/27/2024 15:30,4.7793,51.5876,4811 ET,Niks,SE,11,Sneeuw,0.77,werkdag
6/27/2024 16:00,4.7793,51.5876,4811 ET,Plastic,NE,10,Sneeuw,0.99,werkdag
6/27/2024 16:30,4.7793,51.5876,4811 ET,Overig,NW,11,Bewolkt,0.77,werkdag
6/27/2024 17:00,4.7793,51.5876,4811 ET,Organisch,E,11,Zonnig,0.69,werkdag
6/27/2024 17:30,4.7793,51.5876,4811 ET,Niks,N,9,Bewolkt,0.96,werkdag
6/27/2024 18:00,4.7793,51.5876,4811 ET,Plastic,W,11,Sneeuw,0.53,werkdag
6/27/2024 18:30,4.7793,51.5876,4811 ET,Plastic,N,12,Zonnig,0.95,werkdag
6/27/2024 19:00,4.7793,51.5876,4811 ET,Papier,W,12,Zware regen,0.58,werkdag
6/27/2024 19:30,4.7793,51.5876,4811 ET,Metaal,SE,11,Lichte regen,0.54,werkdag
6/27/2024 20:00,4.7793,51.5876,4811 ET,Glas,SW,12,Lichte regen,0.85,werkdag
6/27/2024 20:30,4.7793,51.5876,4811 ET,Metaal,NE,11,Droog,0.92,werkdag
6/27/2024 21:00,4.7793,51.5876,4811 ET,Niks,NE,11,Droog,0.73,werkdag
6/27/2024 21:30,4.7793,51.5876,4811 ET,Niks,SW,9,Bewolkt,0.58,werkdag
6/27/2024 22:00,4.7793,51.5876,4811 ET,Niks,E,11,Droog,0.94,werkdag
6/27/2024 22:30,4.7793,51.5876,4811 ET,Plastic,SW,10,Bewolkt,0.78,werkdag
6/27/2024 23:00,4.7793,51.5876,4811 ET,Niks,NE,11,Droog,0.8,werkdag
6/27/2024 23:30,4.7793,51.5876,4811 ET,Niks,SE,10,Sneeuw,0.79,werkdag
6/28/2024 0:00,4.7793,51.5876,4811 ET,Organisch,NE,12,Sneeuw,0.61,werkdag
6/28/2024 0:30,4.7793,51.5876,4811 ET,Organisch,NW,11,Lichte regen,0.66,werkdag
6/28/2024 1:00,4.7793,51.5876,4811 ET,Metaal,E,12,Zonnig,0.89,werkdag
6/28/2024 1:30,4.7793,51.5876,4811 ET,Niks,E,12,Sneeuw,0.89,werkdag
6/28/2024 2:00,4.7793,51.5876,4811 ET,Overig,S,10,Zware regen,0.79,werkdag
6/28/2024 2:30,4.7793,51.5876,4811 ET,Metaal,N,11,Zonnig,0.95,werkdag
6/28/2024 3:00,4.7793,51.5876,4811 ET,Glas,W,11,Sneeuw,0.61,werkdag
6/28/2024 3:30,4.7793,51.5876,4811 ET,Niks,S,13,Lichte regen,0.88,werkdag
6/28/2024 4:00,4.7793,51.5876,4811 ET,Organisch,NW,10,Zonnig,0.94,werkdag
6/28/2024 4:30,4.7793,51.5876,4811 ET,Niks,NW,9,Sneeuw,0.52,werkdag
6/28/2024 5:00,4.7793,51.5876,4811 ET,Plastic,E,12,Zware regen,0.68,werkdag
6/28/2024 5:30,4.7793,51.5876,4811 ET,Niks,S,10,Zonnig,0.88,werkdag
6/28/2024 6:00,4.7793,51.5876,4811 ET,Niks,NW,10,Zware regen,0.71,werkdag
6/28/2024 6:30,4.7793,51.5876,4811 ET,Organisch,W,12,Zonnig,0.56,werkdag
6/28/2024 7:00,4.7793,51.5876,4811 ET,Plastic,NE,12,Sneeuw,0.92,werkdag
6/28/2024 7:30,4.7793,51.5876,4811 ET,Niks,NW,10,Zonnig,0.69,werkdag
6/28/2024 8:00,4.7793,51.5876,4811 ET,Glas,NE,13,Sneeuw,0.87,werkdag
6/28/2024 8:30,4.7793,51.5876,4811 ET,Niks,NE,11,Zware regen,0.75,werkdag
6/28/2024 9:00,4.7793,51.5876,4811 ET,Metaal,NE,10,Sneeuw,0.66,werkdag
6/28/2024 9:30,4.7793,51.5876,4811 ET,Niks,NW,11,Mist,0.67,werkdag
6/28/2024 10:00,4.7793,51.5876,4811 ET,Glas,E,10,Zware regen,0.89,werkdag
6/28/2024 10:30,4.7793,51.5876,4811 ET,Glas,E,12,Droog,0.66,werkdag
6/28/2024 11:00,4.7793,51.5876,4811 ET,Metaal,SW,9,Zonnig,0.64,werkdag
6/28/2024 11:30,4.7793,51.5876,4811 ET,Overig,NE,11,Sneeuw,0.77,werkdag
6/28/2024 12:00,4.7793,51.5876,4811 ET,Niks,W,9,Sneeuw,0.81,werkdag
6/28/2024 12:30,4.7793,51.5876,4811 ET,Organisch,N,10,Droog,0.51,werkdag
6/28/2024 13:00,4.7793,51.5876,4811 ET,Niks,NE,9,Lichte regen,0.51,werkdag
6/28/2024 13:30,4.7793,51.5876,4811 ET,Niks,NW,13,Bewolkt,0.89,werkdag
6/28/2024 14:00,4.7793,51.5876,4811 ET,Niks,SW,12,Lichte regen,0.77,werkdag
6/28/2024 14:30,4.7793,51.5876,4811 ET,Organisch,N,13,Lichte regen,0.64,werkdag
6/28/2024 15:00,4.7793,51.5876,4811 ET,Metaal,S,10,Bewolkt,0.85,werkdag
6/28/2024 15:30,4.7793,51.5876,4811 ET,Metaal,SE,9,Zonnig,0.52,werkdag
6/28/2024 16:00,4.7793,51.5876,4811 ET,Niks,NE,10,Zware regen,0.81,werkdag
6/28/2024 16:30,4.7793,51.5876,4811 ET,Papier,NW,12,Zware regen,0.67,werkdag
6/28/2024 17:00,4.7793,51.5876,4811 ET,Niks,W,12,Zware regen,0.6,werkdag
6/28/2024 17:30,4.7793,51.5876,4811 ET,Plastic,W,12,Bewolkt,0.57,werkdag
6/28/2024 18:00,4.7793,51.5876,4811 ET,Plastic,NW,9,Zware regen,0.56,werkdag
6/28/2024 18:30,4.7793,51.5876,4811 ET,Papier,SE,11,Zonnig,0.82,werkdag
6/28/2024 19:00,4.7793,51.5876,4811 ET,Niks,NW,12,Zonnig,0.82,werkdag
6/28/2024 19:30,4.7793,51.5876,4811 ET,Metaal,SE,9,Sneeuw,0.89,werkdag
6/28/2024 20:00,4.7793,51.5876,4811 ET,Plastic,SE,11,Droog,0.51,werkdag
6/28/2024 20:30,4.7793,51.5876,4811 ET,Plastic,S,12,Mist,0.8,werkdag
6/28/2024 21:00,4.7793,51.5876,4811 ET,Papier,N,10,Zware regen,0.95,werkdag
6/28/2024 21:30,4.7793,51.5876,4811 ET,Overig,E,9,Zonnig,0.67,werkdag
6/28/2024 22:00,4.7793,51.5876,4811 ET,Glas,SW,11,Zware regen,0.92,werkdag
6/28/2024 22:30,4.7793,51.5876,4811 ET,Papier,SE,11,Zware regen,0.83,werkdag
6/28/2024 23:00,4.7793,51.5876,4811 ET,Plastic,S,12,Zonnig,0.84,werkdag
6/28/2024 23:30,4.7793,51.5876,4811 ET,Niks,N,11,Zonnig,0.73,werkdag
6/29/2024 0:00,4.7793,51.5876,4811 ET,Organisch,E,10,Zonnig,0.81,weekenddag
6/29/2024 0:30,4.7793,51.5876,4811 ET,Plastic,E,10,Mist,1,weekenddag
6/29/2024 1:00,4.7793,51.5876,4811 ET,Organisch,NW,13,Droog,0.85,weekenddag
6/29/2024 1:30,4.7793,51.5876,4811 ET,Plastic,S,11,Zware regen,0.56,weekenddag
6/29/2024 2:00,4.7793,51.5876,4811 ET,Glas,NW,13,Zonnig,0.58,weekenddag
6/29/2024 2:30,4.7793,51.5876,4811 ET,Plastic,SE,12,Droog,0.63,weekenddag
6/29/2024 3:00,4.7793,51.5876,4811 ET,Glas,NE,9,Lichte regen,0.77,weekenddag
6/29/2024 3:30,4.7793,51.5876,4811 ET,Plastic,S,10,Lichte regen,0.54,weekenddag
6/29/2024 4:00,4.7793,51.5876,4811 ET,Metaal,SW,10,Lichte regen,0.58,weekenddag
6/29/2024 4:30,4.7793,51.5876,4811 ET,Papier,W,10,Zonnig,0.58,weekenddag
6/29/2024 5:00,4.7793,51.5876,4811 ET,Organisch,E,10,Mist,0.68,weekenddag
6/29/2024 5:30,4.7793,51.5876,4811 ET,Plastic,SW,13,Bewolkt,0.64,weekenddag
6/29/2024 6:00,4.7793,51.5876,4811 ET,Overig,NE,12,Mist,0.6,weekenddag
6/29/2024 6:30,4.7793,51.5876,4811 ET,Plastic,SE,9,Droog,0.72,weekenddag
6/29/2024 7:00,4.7793,51.5876,4811 ET,Plastic,SE,11,Mist,0.7,weekenddag
6/29/2024 7:30,4.7793,51.5876,4811 ET,Plastic,S,9,Mist,0.8,weekenddag
6/29/2024 8:00,4.7793,51.5876,4811 ET,Overig,N,10,Droog,0.87,weekenddag
6/29/2024 8:30,4.7793,51.5876,4811 ET,Overig,SW,9,Zware regen,0.82,weekenddag
6/29/2024 9:00,4.7793,51.5876,4811 ET,Niks,NE,12,Mist,0.62,weekenddag
6/29/2024 9:30,4.7793,51.5876,4811 ET,Niks,E,12,Droog,0.68,weekenddag
6/29/2024 10:00,4.7793,51.5876,4811 ET,Papier,SW,13,Sneeuw,0.65,weekenddag
6/29/2024 10:30,4.7793,51.5876,4811 ET,Organisch,N,11,Sneeuw,0.93,weekenddag
6/29/2024 11:00,4.7793,51.5876,4811 ET,Niks,N,11,Droog,0.65,weekenddag
6/29/2024 11:30,4.7793,51.5876,4811 ET,Plastic,N,9,Bewolkt,0.85,weekenddag
6/29/2024 12:00,4.7793,51.5876,4811 ET,Papier,SW,9,Zonnig,0.51,weekenddag
6/29/2024 12:30,4.7793,51.5876,4811 ET,Plastic,NE,9,Bewolkt,0.6,weekenddag
6/29/2024 13:00,4.7793,51.5876,4811 ET,Papier,S,12,Bewolkt,0.53,weekenddag
6/29/2024 13:30,4.7793,51.5876,4811 ET,Metaal,S,13,Droog,0.95,weekenddag
6/29/2024 14:00,4.7793,51.5876,4811 ET,Metaal,SW,13,Mist,0.58,weekenddag
6/29/2024 14:30,4.7793,51.5876,4811 ET,Glas,NE,12,Bewolkt,1,weekenddag
6/29/2024 15:00,4.7793,51.5876,4811 ET,Papier,NE,11,Zware regen,0.62,weekenddag
6/29/2024 15:30,4.7793,51.5876,4811 ET,Glas,SE,10,Sneeuw,0.78,weekenddag
6/29/2024 16:00,4.7793,51.5876,4811 ET,Overig,NW,10,Zware regen,0.72,weekenddag
6/29/2024 16:30,4.7793,51.5876,4811 ET,Glas,W,13,Droog,0.57,weekenddag
6/29/2024 17:00,4.7793,51.5876,4811 ET,Plastic,SW,10,Bewolkt,0.86,weekenddag
6/29/2024 17:30,4.7793,51.5876,4811 ET,Organisch,NE,11,Lichte regen,0.98,weekenddag
6/29/2024 18:00,4.7793,51.5876,4811 ET,Organisch,SE,10,Sneeuw,0.56,weekenddag
6/29/2024 18:30,4.7793,51.5876,4811 ET,Overig,S,11,Lichte regen,0.85,weekenddag
6/29/2024 19:00,4.7793,51.5876,4811 ET,Plastic,SE,10,Sneeuw,0.92,weekenddag
6/29/2024 19:30,4.7793,51.5876,4811 ET,Glas,SW,12,Bewolkt,0.58,weekenddag
6/29/2024 20:00,4.7793,51.5876,4811 ET,Glas,E,11,Zware regen,0.78,weekenddag
6/29/2024 20:30,4.7793,51.5876,4811 ET,Plastic,SW,11,Zonnig,0.85,weekenddag
6/29/2024 21:00,4.7793,51.5876,4811 ET,Metaal,NW,9,Bewolkt,0.82,weekenddag
6/29/2024 21:30,4.7793,51.5876,4811 ET,Papier,E,12,Droog,0.85,weekenddag
6/29/2024 22:00,4.7793,51.5876,4811 ET,Plastic,NW,11,Zonnig,0.51,weekenddag
6/29/2024 22:30,4.7793,51.5876,4811 ET,Plastic,SE,11,Lichte regen,0.72,weekenddag
6/29/2024 23:00,4.7793,51.5876,4811 ET,Organisch,NW,12,Droog,0.95,weekenddag
6/29/2024 23:30,4.7793,51.5876,4811 ET,Glas,N,11,Mist,0.64,weekenddag
6/30/2024 0:00,4.7793,51.5876,4811 ET,Plastic,SE,10,Lichte regen,0.86,weekenddag
6/30/2024 0:30,4.7793,51.5876,4811 ET,Papier,E,11,Bewolkt,0.67,weekenddag
6/30/2024 1:00,4.7793,51.5876,4811 ET,Plastic,SW,10,Zonnig,0.7,weekenddag
6/30/2024 1:30,4.7793,51.5876,4811 ET,Plastic,S,10,Bewolkt,0.97,weekenddag
6/30/2024 2:00,4.7793,51.5876,4811 ET,Metaal,NE,10,Mist,0.56,weekenddag
6/30/2024 2:30,4.7793,51.5876,4811 ET,Niks,NW,11,Droog,0.85,weekenddag
